metro_area,year,month,unemployment_rate
120379,"Cheyenne, WY MSA",2015,4,3.9
120380,"Aguadilla-Isabela, PR MSA",2015,4,15.8
120381,"Arecibo, PR MSA",2015,4,14.9
120382,"Guayama, PR MSA",2015,4,19.1
120383,"Mayaguez, PR MSA",2015,4,13.3
120384,"Ponce, PR MSA",2015,4,15.9
120385,"San German, PR MSA",2015,4,14.2
120386,"San Juan-Carolina-Caguas, PR MSA",2015,4,10.3
120387,"Anniston-Oxford-Jacksonville, AL MSA",2015,5,7.0
120388,"Auburn-Opelika, AL MSA",2015,5,5.3
120389,"Birmingham-Hoover, AL MSA",2015,5,5.5
120390,"Daphne-Fairhope-Foley, AL MSA",2015,5,5.6
120391,"Decatur, AL MSA",2015,5,6.3
120392,"Dothan, AL MSA",2015,5,6.3
120393,"Florence-Muscle Shoals, AL MSA",2015,5,7.5
120394,"Gadsden, AL MSA",2015,5,6.2
120395,"Huntsville, AL MSA",2015,5,5.6
120396,"Mobile, AL MSA",2015,5,6.9
120397,"Montgomery, AL MSA",2015,5,5.9
120398,"Tuscaloosa, AL MSA",2015,5,5.7
120399,"Anchorage, AK MSA",2015,5,5.6
120400,"Fairbanks, AK MSA",2015,5,5.3
120401,"Flagstaff, AZ MSA",2015,5,6.5
120402,"Lake Havasu City-Kingman, AZ MSA",2015,5,8.0
120403,"Phoenix-Mesa-Scottsdale, AZ MSA",2015,5,5.3
120404,"Prescott, AZ MSA",2015,5,5.7
120405,"Sierra Vista-Douglas, AZ MSA",2015,5,7.4
120406,"Tucson, AZ MSA",2015,5,5.5
120407,"Yuma, AZ MSA",2015,5,22.1
120408,"Fayetteville-Springdale-Rogers, AR-MO MSA",2015,5,3.9
120409,"Fort Smith, AR-OK MSA",2015,5,5.7
120410,"Hot Springs, AR MSA",2015,5,5.7
120411,"Jonesboro, AR MSA",2015,5,4.9
120412,"Little Rock-North Little Rock-Conway, AR MSA",2015,5,4.7
120413,"Pine Bluff, AR MSA",2015,5,7.1
120414,"Bakersfield, CA MSA",2015,5,10.3
120415,"Chico, CA MSA",2015,5,7.3
120416,"El Centro, CA MSA",2015,5,25.2
120417,"Fresno, CA MSA",2015,5,10.3
120418,"Hanford-Corcoran, CA MSA",2015,5,10.5
120419,"Los Angeles-Long Beach-Anaheim, CA MSA",2015,5,6.3
120420,"Madera, CA MSA",2015,5,10.6
120421,"Merced, CA MSA",2015,5,11.4
120422,"Modesto, CA MSA",2015,5,9.7
120423,"Napa, CA MSA",2015,5,4.6
120424,"Oxnard-Thousand Oaks-Ventura, CA MSA",2015,5,5.8
120425,"Redding, CA MSA",2015,5,7.9
120426,"Riverside-San Bernardino-Ontario, CA MSA",2015,5,6.7
120427,"Sacramento--Roseville--Arden-Arcade, CA MSA",2015,5,6.0
120428,"Salinas, CA MSA",2015,5,8.2
120429,"San Diego-Carlsbad, CA MSA",2015,5,5.3
120430,"San Francisco-Oakland-Hayward, CA MSA",2015,5,4.4
120431,"San Jose-Sunnyvale-Santa Clara, CA MSA",2015,5,4.3
120432,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2015,5,4.8
120433,"Santa Cruz-Watsonville, CA MSA",2015,5,7.5
120434,"Santa Maria-Santa Barbara, CA MSA",2015,5,5.3
120435,"Santa Rosa, CA MSA",2015,5,4.5
120436,"Stockton-Lodi, CA MSA",2015,5,9.0
120437,"Vallejo-Fairfield, CA MSA",2015,5,6.3
120438,"Visalia-Porterville, CA MSA",2015,5,11.7
120439,"Yuba City, CA MSA",2015,5,10.2
120440,"Boulder, CO MSA",2015,5,3.3
120441,"Colorado Springs, CO MSA",2015,5,4.8
120442,"Denver-Aurora-Lakewood, CO MSA",2015,5,3.8
120443,"Fort Collins, CO MSA",2015,5,3.4
120444,"Grand Junction, CO MSA",2015,5,5.5
120445,"Greeley, CO MSA",2015,5,4.0
120446,"Pueblo, CO MSA",2015,5,5.8
120447,"Bridgeport-Stamford-Norwalk, CT Met NECTA",2015,5,5.6
120448,"Danbury, CT Met NECTA",2015,5,4.6
120449,"Hartford-West Hartford-East Hartford, CT Met NECTA",2015,5,5.7
120450,"New Haven, CT Met NECTA",2015,5,5.8
120451,"Norwich-New London-Westerly, CT-RI Met NECTA",2015,5,6.2
120452,"Waterbury, CT Met NECTA",2015,5,7.3
120453,"Dover, DE MSA",2015,5,5.5
120454,"Salisbury, MD-DE MSA",2015,5,6.5
120455,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2015,5,4.5
120456,"Cape Coral-Fort Myers, FL MSA",2015,5,5.3
120457,"Crestview-Fort Walton Beach-Destin, FL MSA",2015,5,4.7
120458,"Deltona-Daytona Beach-Ormond Beach, FL MSA",2015,5,6.1
120459,"Gainesville, FL MSA",2015,5,4.8
120460,"Homosassa Springs, FL MSA",2015,5,7.8
120461,"Jacksonville, FL MSA",2015,5,5.5
120462,"Lakeland-Winter Haven, FL MSA",2015,5,6.5
120463,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2015,5,5.5
120464,"Naples-Immokalee-Marco Island, FL MSA",2015,5,5.4
120465,"North Port-Sarasota-Bradenton, FL MSA",2015,5,5.2
120466,"Ocala, FL MSA",2015,5,6.7
120467,"Orlando-Kissimmee-Sanford, FL MSA",2015,5,5.3
120468,"Palm Bay-Melbourne-Titusville, FL MSA",2015,5,6.2
120469,"Panama City, FL MSA",2015,5,5.7
120470,"Pensacola-Ferry Pass-Brent, FL MSA",2015,5,5.4
120471,"Port St. Lucie, FL MSA",2015,5,6.3
120472,"Punta Gorda, FL MSA",2015,5,6.2
120473,"Sebastian-Vero Beach, FL MSA",2015,5,7.0
120474,"Sebring, FL MSA",2015,5,7.8
120475,"Tallahassee, FL MSA",2015,5,5.4
120476,"Tampa-St. Petersburg-Clearwater, FL MSA",2015,5,5.4
120477,"The Villages, FL MSA",2015,5,7.9
120478,"Albany, GA MSA",2015,5,7.2
120479,"Athens-Clarke County, GA MSA",2015,5,5.8
120480,"Atlanta-Sandy Springs-Roswell, GA MSA",2015,5,5.9
120481,"Augusta-Richmond County, GA-SC MSA",2015,5,6.5
120482,"Brunswick, GA MSA",2015,5,6.6
120483,"Columbus, GA-AL MSA",2015,5,7.1
120484,"Dalton, GA MSA",2015,5,6.9
120485,"Gainesville, GA MSA",2015,5,5.0
120486,"Hinesville, GA MSA",2015,5,6.4
120487,"Macon-Bibb County, GA MSA",2015,5,6.7
120488,"Rome, GA MSA",2015,5,6.9
120489,"Savannah, GA MSA",2015,5,5.8
120490,"Valdosta, GA MSA",2015,5,6.1
120491,"Warner Robins, GA MSA",2015,5,6.3
120492,"Kahului-Wailuku-Lahaina, HI MSA",2015,5,3.8
120493,"Urban Honolulu, HI MSA",2015,5,3.5
120494,"Boise City, ID MSA",2015,5,4.3
120495,"Coeur d'Alene, ID MSA",2015,5,5.1
120496,"Idaho Falls, ID MSA",2015,5,3.6
120497,"Lewiston, ID-WA MSA",2015,5,4.1
120498,"Pocatello, ID MSA",2015,5,4.2
120499,"Twin Falls, ID MSA",2015,5,3.7
120500,"Bloomington, IL MSA",2015,5,4.7
120501,"Carbondale-Marion, IL MSA",2015,5,5.8
120502,"Champaign-Urbana, IL MSA",2015,5,5.1
120503,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2015,5,6.0
120504,"Danville, IL MSA",2015,5,6.9
120505,"Davenport-Moline-Rock Island, IA-IL MSA",2015,5,5.5
120506,"Decatur, IL MSA",2015,5,6.9
120507,"Kankakee, IL MSA",2015,5,6.7
120508,"Peoria, IL MSA",2015,5,6.2
120509,"Rockford, IL MSA",2015,5,6.8
120510,"Springfield, IL MSA",2015,5,5.1
120511,"Bloomington, IN MSA",2015,5,5.1
120512,"Columbus, IN MSA",2015,5,3.5
120513,"Elkhart-Goshen, IN MSA",2015,5,3.9
120514,"Evansville, IN-KY MSA",2015,5,4.3
120515,"Fort Wayne, IN MSA",2015,5,4.5
120516,"Indianapolis-Carmel-Anderson, IN MSA",2015,5,4.6
120517,"Kokomo, IN MSA",2015,5,5.1
120518,"Lafayette-West Lafayette, IN MSA",2015,5,4.3
120519,"Michigan City-La Porte, IN MSA",2015,5,6.2
120520,"Muncie, IN MSA",2015,5,5.7
120521,"South Bend-Mishawaka, IN-MI MSA",2015,5,5.1
120522,"Terre Haute, IN MSA",2015,5,6.2
120523,"Ames, IA MSA",2015,5,2.6
120524,"Cedar Rapids, IA MSA",2015,5,3.9
120525,"Des Moines-West Des Moines, IA MSA",2015,5,3.6
120526,"Dubuque, IA MSA",2015,5,3.7
120527,"Iowa City, IA MSA",2015,5,2.7
120528,"Sioux City, IA-NE-SD MSA",2015,5,3.6
120529,"Waterloo-Cedar Falls, IA MSA",2015,5,4.5
120530,"Lawrence, KS MSA",2015,5,3.8
120531,"Manhattan, KS MSA",2015,5,3.6
120532,"Topeka, KS MSA",2015,5,4.4
120533,"Wichita, KS MSA",2015,5,4.8
120534,"Bowling Green, KY MSA",2015,5,4.9
120535,"Elizabethtown-Fort Knox, KY MSA",2015,5,5.2
120536,"Lexington-Fayette, KY MSA",2015,5,4.0
120537,"Louisville/Jefferson County, KY-IN MSA",2015,5,4.7
120538,"Owensboro, KY MSA",2015,5,4.6
120539,"Alexandria, LA MSA",2015,5,6.6
120540,"Baton Rouge, LA MSA",2015,5,5.5
120541,"Hammond, LA MSA",2015,5,7.3
120542,"Houma-Thibodaux, LA MSA",2015,5,5.7
120543,"Lafayette, LA MSA",2015,5,6.4
120544,"Lake Charles, LA MSA",2015,5,5.4
120545,"Monroe, LA MSA",2015,5,6.8
120546,"New Orleans-Metairie, LA MSA",2015,5,6.1
120547,"Shreveport-Bossier City, LA MSA",2015,5,7.0
120548,"Bangor, ME Met NECTA",2015,5,4.2
120549,"Lewiston-Auburn, ME Met NECTA",2015,5,4.2
120550,"Portland-South Portland, ME Met NECTA",2015,5,3.6
120551,"Baltimore-Columbia-Towson, MD MSA",2015,5,5.4
120552,"California-Lexington Park, MD MSA",2015,5,4.9
120553,"Cumberland, MD-WV MSA",2015,5,7.2
120554,"Hagerstown-Martinsburg, MD-WV MSA",2015,5,5.5
120555,"Barnstable Town, MA Met NECTA",2015,5,6.0
120556,"Boston-Cambridge-Nashua, MA-NH Met NECTA",2015,5,4.4
120557,"Leominster-Gardner, MA Met NECTA",2015,5,5.9
120558,"New Bedford, MA Met NECTA",2015,5,7.5
120559,"Pittsfield, MA Met NECTA",2015,5,5.6
120560,"Springfield, MA-CT Met NECTA",2015,5,5.8
120561,"Worcester, MA-CT Met NECTA",2015,5,5.3
120562,"Ann Arbor, MI MSA",2015,5,3.8
120563,"Battle Creek, MI MSA",2015,5,5.2
120564,"Bay City, MI MSA",2015,5,5.9
120565,"Detroit-Warren-Dearborn, MI MSA",2015,5,6.1
120566,"Flint, MI MSA",2015,5,6.3
120567,"Grand Rapids-Wyoming, MI MSA",2015,5,4.0
120568,"Jackson, MI MSA",2015,5,5.5
120569,"Kalamazoo-Portage, MI MSA",2015,5,5.0
120570,"Lansing-East Lansing, MI MSA",2015,5,4.6
120571,"Midland, MI MSA",2015,5,5.0
120572,"Monroe, MI MSA",2015,5,4.8
120573,"Muskegon, MI MSA",2015,5,6.0
120574,"Niles-Benton Harbor, MI MSA",2015,5,5.3
120575,"Saginaw, MI MSA",2015,5,5.9
120576,"Duluth, MN-WI MSA",2015,5,4.8
120577,"Mankato-North Mankato, MN MSA",2015,5,2.9
120578,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2015,5,3.5
120579,"Rochester, MN MSA",2015,5,3.3
120580,"St. Cloud, MN MSA",2015,5,3.8
120581,"Gulfport-Biloxi-Pascagoula, MS MSA",2015,5,6.4
120582,"Hattiesburg, MS MSA",2015,5,5.7
120583,"Jackson, MS MSA",2015,5,5.3
120584,"Cape Girardeau, MO-IL MSA",2015,5,4.9
120585,"Columbia, MO MSA",2015,5,3.7
120586,"Jefferson City, MO MSA",2015,5,4.6
120587,"Joplin, MO MSA",2015,5,4.7
120588,"Kansas City, MO-KS MSA",2015,5,5.0
120589,"St. Joseph, MO-KS MSA",2015,5,4.8
120590,"St. Louis, MO-IL MSA",2015,5,5.3
120591,"Springfield, MO MSA",2015,5,4.6
120592,"Billings, MT MSA",2015,5,3.3
120593,"Great Falls, MT MSA",2015,5,4.0
120594,"Missoula, MT MSA",2015,5,3.9
120595,"Grand Island, NE MSA",2015,5,3.3
120596,"Lincoln, NE MSA",2015,5,2.6
120597,"Omaha-Council Bluffs, NE-IA MSA",2015,5,3.3
120598,"Carson City, NV MSA",2015,5,7.3
120599,"Las Vegas-Henderson-Paradise, NV MSA",2015,5,7.0
120600,"Reno, NV MSA",2015,5,6.5
120601,"Dover-Durham, NH-ME Met NECTA",2015,5,3.3
120602,"Manchester, NH Met NECTA",2015,5,3.4
120603,"Portsmouth, NH-ME Met NECTA",2015,5,3.1
120604,"Atlantic City-Hammonton, NJ MSA",2015,5,10.2
120605,"Ocean City, NJ MSA",2015,5,11.4
120606,"Trenton, NJ MSA",2015,5,5.2
120607,"Vineland-Bridgeton, NJ MSA",2015,5,9.2
120608,"Albuquerque, NM MSA",2015,5,6.2
120609,"Farmington, NM MSA",2015,5,6.7
120610,"Las Cruces, NM MSA",2015,5,7.3
120611,"Santa Fe, NM MSA",2015,5,5.3
120612,"Albany-Schenectady-Troy, NY MSA",2015,5,4.6
120613,"Binghamton, NY MSA",2015,5,6.1
120614,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",2015,5,5.7
120615,"Elmira, NY MSA",2015,5,6.0
120616,"Glens Falls, NY MSA",2015,5,5.5
120617,"Ithaca, NY MSA",2015,5,4.5
120618,"Kingston, NY MSA",2015,5,5.0
120619,"New York-Newark-Jersey City, NY-NJ-PA MSA",2015,5,5.5
120620,"Rochester, NY MSA",2015,5,5.3
120621,"Syracuse, NY MSA",2015,5,5.6
120622,"Utica-Rome, NY MSA",2015,5,5.7
120623,"Watertown-Fort Drum, NY MSA",2015,5,6.8
120624,"Asheville, NC MSA",2015,5,4.8
120625,"Burlington, NC MSA",2015,5,5.5
120626,"Charlotte-Concord-Gastonia, NC-SC MSA",2015,5,5.7
120627,"Durham-Chapel Hill, NC MSA",2015,5,5.1
120628,"Fayetteville, NC MSA",2015,5,7.7
120629,"Goldsboro, NC MSA",2015,5,6.3
120630,"Greensboro-High Point, NC MSA",2015,5,6.1
120631,"Greenville, NC MSA",2015,5,6.2
120632,"Hickory-Lenoir-Morganton, NC MSA",2015,5,5.9
120633,"Jacksonville, NC MSA",2015,5,5.9
120634,"New Bern, NC MSA",2015,5,6.2
120635,"Raleigh, NC MSA",2015,5,5.0
120636,"Rocky Mount, NC MSA",2015,5,8.4
120637,"Wilmington, NC MSA",2015,5,5.6
120638,"Winston-Salem, NC MSA",2015,5,5.6
120639,"Bismarck, ND MSA",2015,5,2.7
120640,"Fargo, ND-MN MSA",2015,5,2.5
120641,"Grand Forks, ND-MN MSA",2015,5,3.1
120642,"Akron, OH MSA",2015,5,5.0
120643,"Canton-Massillon, OH MSA",2015,5,5.2
120644,"Cincinnati, OH-KY-IN MSA",2015,5,4.6
120645,"Cleveland-Elyria, OH MSA",2015,5,5.1
120646,"Columbus, OH MSA",2015,5,4.2
120647,"Dayton, OH MSA",2015,5,4.8
120648,"Lima, OH MSA",2015,5,4.9
120649,"Mansfield, OH MSA",2015,5,5.6
120650,"Springfield, OH MSA",2015,5,5.0
120651,"Toledo, OH MSA",2015,5,5.1
120652,"Weirton-Steubenville, WV-OH MSA",2015,5,7.6
120653,"Youngstown-Warren-Boardman, OH-PA MSA",2015,5,6.0
120654,"Enid, OK MSA",2015,5,4.0
120655,"Lawton, OK MSA",2015,5,4.4
120656,"Oklahoma City, OK MSA",2015,5,3.9
120657,"Tulsa, OK MSA",2015,5,4.4
120658,"Albany, OR MSA",2015,5,6.9
120659,"Bend-Redmond, OR MSA",2015,5,6.1
120660,"Corvallis, OR MSA",2015,5,4.3
120661,"Eugene, OR MSA",2015,5,6.0
120662,"Grants Pass, OR MSA",2015,5,7.9
120663,"Medford, OR MSA",2015,5,7.0
120664,"Portland-Vancouver-Hillsboro, OR-WA MSA",2015,5,5.4
120665,"Salem, OR MSA",2015,5,6.0
120666,"Allentown-Bethlehem-Easton, PA-NJ MSA",2015,5,5.5
120667,"Altoona, PA MSA",2015,5,5.3
120668,"Bloomsburg-Berwick, PA MSA",2015,5,5.5
120669,"Chambersburg-Waynesboro, PA MSA",2015,5,4.9
120670,"East Stroudsburg, PA MSA",2015,5,6.6
120671,"Erie, PA MSA",2015,5,5.5
120672,"Gettysburg, PA MSA",2015,5,4.4
120673,"Harrisburg-Carlisle, PA MSA",2015,5,4.5
120674,"Johnstown, PA MSA",2015,5,6.7
120675,"Lancaster, PA MSA",2015,5,4.2
120676,"Lebanon, PA MSA",2015,5,4.7
120677,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2015,5,5.6
120678,"Pittsburgh, PA MSA",2015,5,5.3
120679,"Reading, PA MSA",2015,5,5.1
120680,"Scranton--Wilkes-Barre--Hazleton, PA MSA",2015,5,6.4
120681,"State College, PA MSA",2015,5,4.0
120682,"Williamsport, PA MSA",2015,5,6.0
120683,"York-Hanover, PA MSA",2015,5,4.9
120684,"Providence-Warwick, RI-MA Met NECTA",2015,5,6.1
120685,"Charleston-North Charleston, SC MSA",2015,5,5.3
120686,"Columbia, SC MSA",2015,5,5.6
120687,"Florence, SC MSA",2015,5,7.0
120688,"Greenville-Anderson-Mauldin, SC MSA",2015,5,5.4
120689,"Hilton Head Island-Bluffton-Beaufort, SC MSA",2015,5,5.6
120690,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",2015,5,7.4
120691,"Spartanburg, SC MSA",2015,5,6.1
120692,"Sumter, SC MSA",2015,5,7.0
120693,"Rapid City, SD MSA",2015,5,3.3
120694,"Sioux Falls, SD MSA",2015,5,2.6
120695,"Chattanooga, TN-GA MSA",2015,5,5.6
120696,"Clarksville, TN-KY MSA",2015,5,6.0
120697,"Cleveland, TN MSA",2015,5,5.7
120698,"Jackson, TN MSA",2015,5,6.1
120699,"Johnson City, TN MSA",2015,5,6.1
120700,"Kingsport-Bristol-Bristol, TN-VA MSA",2015,5,5.7
120701,"Knoxville, TN MSA",2015,5,5.4
120702,"Memphis, TN-MS-AR MSA",2015,5,6.5
120703,"Morristown, TN MSA",2015,5,6.5
120704,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",2015,5,4.7
120705,"Abilene, TX MSA",2015,5,3.8
120706,"Amarillo, TX MSA",2015,5,3.1
120707,"Austin-Round Rock, TX MSA",2015,5,3.4
120708,"Beaumont-Port Arthur, TX MSA",2015,5,6.6
120709,"Brownsville-Harlingen, TX MSA",2015,5,7.1
120710,"College Station-Bryan, TX MSA",2015,5,3.5
120711,"Corpus Christi, TX MSA",2015,5,5.1
120712,"Dallas-Fort Worth-Arlington, TX MSA",2015,5,4.0
120713,"El Paso, TX MSA",2015,5,5.2
120714,"Houston-The Woodlands-Sugar Land, TX MSA",2015,5,4.5
120715,"Killeen-Temple, TX MSA",2015,5,4.6
120716,"Laredo, TX MSA",2015,5,4.7
120717,"Longview, TX MSA",2015,5,4.9
120718,"Lubbock, TX MSA",2015,5,3.4
120719,"McAllen-Edinburg-Mission, TX MSA",2015,5,7.9
120720,"Midland, TX MSA",2015,5,3.4
120721,"Odessa, TX MSA",2015,5,4.5
120722,"San Angelo, TX MSA",2015,5,4.1
120723,"San Antonio-New Braunfels, TX MSA",2015,5,3.8
120724,"Sherman-Denison, TX MSA",2015,5,4.0
120725,"Texarkana, TX-AR MSA",2015,5,5.0
120726,"Tyler, TX MSA",2015,5,4.5
120727,"Victoria, TX MSA",2015,5,4.1
120728,"Waco, TX MSA",2015,5,4.1
120729,"Wichita Falls, TX MSA",2015,5,4.2
120730,"Logan, UT-ID MSA",2015,5,3.0
120731,"Ogden-Clearfield, UT MSA",2015,5,3.7
120732,"Provo-Orem, UT MSA",2015,5,3.3
120733,"St. George, UT MSA",2015,5,4.1
120734,"Salt Lake City, UT MSA",2015,5,3.4
120735,"Burlington-South Burlington, VT Met NECTA",2015,5,2.9
120736,"Blacksburg-Christiansburg-Radford, VA MSA",2015,5,4.8
120737,"Charlottesville, VA MSA",2015,5,4.1
120738,"Harrisonburg, VA MSA",2015,5,4.7
120739,"Lynchburg, VA MSA",2015,5,5.1
120740,"Richmond, VA MSA",2015,5,4.8
120741,"Roanoke, VA MSA",2015,5,4.6
120742,"Staunton-Waynesboro, VA MSA",2015,5,4.4
120743,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",2015,5,5.1
120744,"Winchester, VA-WV MSA",2015,5,4.4
120745,"Bellingham, WA MSA",2015,5,5.9
120746,"Bremerton-Silverdale, WA MSA",2015,5,5.6
120747,"Kennewick-Richland, WA MSA",2015,5,7.0
120748,"Longview, WA MSA",2015,5,7.9
120749,"Mount Vernon-Anacortes, WA MSA",2015,5,6.8
120750,"Olympia-Tumwater, WA MSA",2015,5,6.0
120751,"Seattle-Tacoma-Bellevue, WA MSA",2015,5,4.8
120752,"Spokane-Spokane Valley, WA MSA",2015,5,6.8
120753,"Walla Walla, WA MSA",2015,5,6.1
120754,"Wenatchee, WA MSA",2015,5,5.7
120755,"Yakima, WA MSA",2015,5,8.0
120756,"Beckley, WV MSA",2015,5,8.0
120757,"Charleston, WV MSA",2015,5,6.8
120758,"Huntington-Ashland, WV-KY-OH MSA",2015,5,6.5
120759,"Morgantown, WV MSA",2015,5,5.3
120760,"Parkersburg-Vienna, WV MSA",2015,5,6.8
120761,"Wheeling, WV-OH MSA",2015,5,6.7
120762,"Appleton, WI MSA",2015,5,3.9
120763,"Eau Claire, WI MSA",2015,5,4.1
120764,"Fond du Lac, WI MSA",2015,5,4.1
120765,"Green Bay, WI MSA",2015,5,4.3
120766,"Janesville-Beloit, WI MSA",2015,5,5.4
120767,"La Crosse-Onalaska, WI-MN MSA",2015,5,3.8
120768,"Madison, WI MSA",2015,5,3.4
120769,"Milwaukee-Waukesha-West Allis, WI MSA",2015,5,5.0
120770,"Oshkosh-Neenah, WI MSA",2015,5,4.3
120771,"Racine, WI MSA",2015,5,5.7
120772,"Sheboygan, WI MSA",2015,5,3.8
120773,"Wausau, WI MSA",2015,5,4.0
120774,"Casper, WY MSA",2015,5,5.0
120775,"Cheyenne, WY MSA",2015,5,3.9
120776,"Aguadilla-Isabela, PR MSA",2015,5,15.8
120777,"Arecibo, PR MSA",2015,5,14.8
120778,"Guayama, PR MSA",2015,5,19.0
120779,"Mayaguez, PR MSA",2015,5,13.3
120780,"Ponce, PR MSA",2015,5,16.0
120781,"San German, PR MSA",2015,5,14.1
120782,"San Juan-Carolina-Caguas, PR MSA",2015,5,10.3
120783,"Anniston-Oxford-Jacksonville, AL MSA",2015,6,7.1
120784,"Auburn-Opelika, AL MSA",2015,6,5.4
120785,"Birmingham-Hoover, AL MSA",2015,6,5.5
120786,"Daphne-Fairhope-Foley, AL MSA",2015,6,5.6
120787,"Decatur, AL MSA",2015,6,6.4
120788,"Dothan, AL MSA",2015,6,6.4
120789,"Florence-Muscle Shoals, AL MSA",2015,6,7.4
120790,"Gadsden, AL MSA",2015,6,6.3
120791,"Huntsville, AL MSA",2015,6,5.6
120792,"Mobile, AL MSA",2015,6,7.0
120793,"Montgomery, AL MSA",2015,6,6.0
120794,"Tuscaloosa, AL MSA",2015,6,5.7
120795,"Anchorage, AK MSA",2015,6,5.6
120796,"Fairbanks, AK MSA",2015,6,5.3
120797,"Flagstaff, AZ MSA",2015,6,6.5
120798,"Lake Havasu City-Kingman, AZ MSA",2015,6,8.0
120799,"Phoenix-Mesa-Scottsdale, AZ MSA",2015,6,5.2
120800,"Prescott, AZ MSA",2015,6,5.7
120801,"Sierra Vista-Douglas, AZ MSA",2015,6,7.3
120802,"Tucson, AZ MSA",2015,6,5.5
120803,"Yuma, AZ MSA",2015,6,21.9
120804,"Fayetteville-Springdale-Rogers, AR-MO MSA",2015,6,3.8
120805,"Fort Smith, AR-OK MSA",2015,6,5.6
120806,"Hot Springs, AR MSA",2015,6,5.6
120807,"Jonesboro, AR MSA",2015,6,4.7
120808,"Little Rock-North Little Rock-Conway, AR MSA",2015,6,4.6
120809,"Pine Bluff, AR MSA",2015,6,7.0
120810,"Bakersfield, CA MSA",2015,6,10.3
120811,"Chico, CA MSA",2015,6,7.2
120812,"El Centro, CA MSA",2015,6,24.8
120813,"Fresno, CA MSA",2015,6,10.3
120814,"Hanford-Corcoran, CA MSA",2015,6,10.5
120815,"Los Angeles-Long Beach-Anaheim, CA MSA",2015,6,6.2
120816,"Madera, CA MSA",2015,6,10.5
120817,"Merced, CA MSA",2015,6,11.3
120818,"Modesto, CA MSA",2015,6,9.6
120819,"Napa, CA MSA",2015,6,4.5
120820,"Oxnard-Thousand Oaks-Ventura, CA MSA",2015,6,5.7
120821,"Redding, CA MSA",2015,6,7.9
120822,"Riverside-San Bernardino-Ontario, CA MSA",2015,6,6.6
120823,"Sacramento--Roseville--Arden-Arcade, CA MSA",2015,6,5.9
120824,"Salinas, CA MSA",2015,6,8.1
120825,"San Diego-Carlsbad, CA MSA",2015,6,5.2
120826,"San Francisco-Oakland-Hayward, CA MSA",2015,6,4.3
120827,"San Jose-Sunnyvale-Santa Clara, CA MSA",2015,6,4.2
120828,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2015,6,4.7
120829,"Santa Cruz-Watsonville, CA MSA",2015,6,7.4
120830,"Santa Maria-Santa Barbara, CA MSA",2015,6,5.3
120831,"Santa Rosa, CA MSA",2015,6,4.5
120832,"Stockton-Lodi, CA MSA",2015,6,8.9
120833,"Vallejo-Fairfield, CA MSA",2015,6,6.2
120834,"Visalia-Porterville, CA MSA",2015,6,11.7
120835,"Yuba City, CA MSA",2015,6,10.1
120836,"Boulder, CO MSA",2015,6,3.2
120837,"Colorado Springs, CO MSA",2015,6,4.6
120838,"Denver-Aurora-Lakewood, CO MSA",2015,6,3.7
120839,"Fort Collins, CO MSA",2015,6,3.3
120840,"Grand Junction, CO MSA",2015,6,5.5
120841,"Greeley, CO MSA",2015,6,4.0
120842,"Pueblo, CO MSA",2015,6,5.7
120843,"Bridgeport-Stamford-Norwalk, CT Met NECTA",2015,6,5.5
120844,"Danbury, CT Met NECTA",2015,6,4.5
120845,"Hartford-West Hartford-East Hartford, CT Met NECTA",2015,6,5.6
120846,"New Haven, CT Met NECTA",2015,6,5.7
120847,"Norwich-New London-Westerly, CT-RI Met NECTA",2015,6,6.1
120848,"Waterbury, CT Met NECTA",2015,6,7.3
120849,"Dover, DE MSA",2015,6,5.4
120850,"Salisbury, MD-DE MSA",2015,6,6.3
120851,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2015,6,4.4
120852,"Cape Coral-Fort Myers, FL MSA",2015,6,5.2
120853,"Crestview-Fort Walton Beach-Destin, FL MSA",2015,6,4.6
120854,"Deltona-Daytona Beach-Ormond Beach, FL MSA",2015,6,6.0
120855,"Gainesville, FL MSA",2015,6,4.7
120856,"Homosassa Springs, FL MSA",2015,6,7.7
120857,"Jacksonville, FL MSA",2015,6,5.4
120858,"Lakeland-Winter Haven, FL MSA",2015,6,6.4
120859,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2015,6,5.5
120860,"Naples-Immokalee-Marco Island, FL MSA",2015,6,5.4
120861,"North Port-Sarasota-Bradenton, FL MSA",2015,6,5.1
120862,"Ocala, FL MSA",2015,6,6.6
120863,"Orlando-Kissimmee-Sanford, FL MSA",2015,6,5.2
120864,"Palm Bay-Melbourne-Titusville, FL MSA",2015,6,6.1
120865,"Panama City, FL MSA",2015,6,5.6
120866,"Pensacola-Ferry Pass-Brent, FL MSA",2015,6,5.4
