Job Title,City,State,Latitude,Longitude,Average Salary,Job Openings
School Counselor,Youngstown,OH,41.1035786,-80.6520161,18.01,30
Nurse Midwife,Youngstown,OH,41.1035786,-80.6520161,0,1
Paralegal,Youngstown,OH,41.1035786,-80.6520161,38889,5
Phlebotomist,Youngstown,OH,41.1035786,-80.6520161,15.27,26
Loan Officer,Youngstown,OH,41.1035786,-80.6520161,66545,2
Clinical Social Worker,Youngstown,OH,41.1035786,-80.6520161,0,3
Compliance Officer,Youngstown,OH,41.1035786,-80.6520161,50124,1
Dietitian and Nutritionist,Youngstown,OH,41.1035786,-80.6520161,0,0
Ophthalmic Medical Technician,Youngstown,OH,41.1035786,-80.6520161,0,3
Clinical Laboratory Technician,Youngstown,OH,41.1035786,-80.6520161,0,108
Licensed Practical and Licensed Vocational Nurse,Youngstown,OH,41.1035786,-80.6520161,0,0
Electrician,Youngstown,OH,41.1035786,-80.6520161,16.28,4
HR Specialist,Youngstown,OH,41.1035786,-80.6520161,0,110
Wind Turbine Technician,Youngstown,OH,41.1035786,-80.6520161,0,0
Logistician,Youngstown,OH,41.1035786,-80.6520161,0,0
Residential Advisor,Youngstown,OH,41.1035786,-80.6520161,0,3
Optician,Youngstown,OH,41.1035786,-80.6520161,16.04,4
Computer Support Specialist,Youngstown,OH,41.1035786,-80.6520161,0,377
Esthetician and Skincare Specialist,Youngstown,OH,41.1035786,-80.6520161,0,0
Restaurant Cook,Youngstown,OH,41.1035786,-80.6520161,0,63
Software Engineer,Providence,RI,51.4325529,-2.6640439,80305,588
Dentist,Providence,RI,51.4325529,-2.6640439,210390,14
Physician Assistant,Providence,RI,51.4325529,-2.6640439,100772,158
Orthodontist,Providence,RI,51.4325529,-2.6640439,0,5
Nurse Practitioner,Providence,RI,51.4325529,-2.6640439,118165,111
Statistician,Providence,RI,51.4325529,-2.6640439,0,2
Physician,Providence,RI,51.4325529,-2.6640439,227369,72
Speech Language Pathologist,Providence,RI,51.4325529,-2.6640439,11.15,60
Oral and Maxillofacial Surgeon,Providence,RI,51.4325529,-2.6640439,0,2
Veterinarian,Providence,RI,51.4325529,-2.6640439,149201,32
Medical and Health Services Manager,Providence,RI,51.4325529,-2.6640439,0,0
IT Manager,Providence,RI,51.4325529,-2.6640439,88702,89
Registered Nurse,Providence,RI,51.4325529,-2.6640439,31.58,"1,134"
Mathematician,Providence,RI,51.4325529,-2.6640439,0,1
Physical Therapist,Providence,RI,51.4325529,-2.6640439,88955,218
Optometrist,Providence,RI,51.4325529,-2.6640439,146939,10
Anesthesiologist,Providence,RI,51.4325529,-2.6640439,202429,7
Obstetrician and Gynecologist,Providence,RI,51.4325529,-2.6640439,0,0
Surgeon,Providence,RI,51.4325529,-2.6640439,0,123
Operations Research Analyst,Providence,RI,51.4325529,-2.6640439,0,84
Nurse Anesthetist,Providence,RI,51.4325529,-2.6640439,0,2
Pediatrician,Providence,RI,51.4325529,-2.6640439,22343,11
Web Developer,Providence,RI,51.4325529,-2.6640439,72269,94
Dental Hygienist,Providence,RI,51.4325529,-2.6640439,39.03,18
Genetic Counselor,Providence,RI,51.4325529,-2.6640439,0,1
Physical Therapist Assistant,Providence,RI,51.4325529,-2.6640439,31.27,54
Financial Manager,Providence,RI,51.4325529,-2.6640439,0,5
Occupational Therapist,Providence,RI,51.4325529,-2.6640439,25610,53
Psychologist,Providence,RI,51.4325529,-2.6640439,109321,30
Database Administrator,Providence,RI,51.4325529,-2.6640439,68585,38
Financial Advisor,Providence,RI,51.4325529,-2.6640439,67313,122
Mechanical Engineer,Providence,RI,51.4325529,-2.6640439,83260,194
Civil Engineer,Providence,RI,51.4325529,-2.6640439,80627,72
Psychiatrist,Providence,RI,51.4325529,-2.6640439,160502,100
Substance Abuse and Behavioral Disorder Counselor,Providence,RI,51.4325529,-2.6640439,0,0
School Psychologist,Providence,RI,51.4325529,-2.6640439,81526,9
Home Health Aide,Providence,RI,51.4325529,-2.6640439,19.93,211
Information Security Analyst,Providence,RI,51.4325529,-2.6640439,89328,26
Pilot,Providence,RI,51.4325529,-2.6640439,68597,496
Respiratory Therapist,Providence,RI,51.4325529,-2.6640439,44.42,50
Diagnostic Medical Sonographer,Providence,RI,51.4325529,-2.6640439,0,4
Accountant,Providence,RI,51.4325529,-2.6640439,48831,100
Market Research Analyst,Providence,RI,51.4325529,-2.6640439,0,1
Business Operations Manager,Providence,RI,51.4325529,-2.6640439,0,74
Marketing Manager,Providence,RI,51.4325529,-2.6640439,71716,113
Industrial Psychologist,Providence,RI,51.4325529,-2.6640439,0,0
Podiatrist,Providence,RI,51.4325529,-2.6640439,0,5
Environmental Engineer,Providence,RI,51.4325529,-2.6640439,0,79
Social and Community Service Manager,Providence,RI,51.4325529,-2.6640439,0,74
Lawyer,Providence,RI,51.4325529,-2.6640439,0,19
Marriage and Family Therapist,Providence,RI,51.4325529,-2.6640439,0,10
Medical Assistant,Providence,RI,51.4325529,-2.6640439,0,202
Data Analyst,Providence,RI,51.4325529,-2.6640439,0,246
Actuary,Providence,RI,51.4325529,-2.6640439,0,2
Medical Records Technician,Providence,RI,51.4325529,-2.6640439,0,191
Prosthodontist,Providence,RI,51.4325529,-2.6640439,0,1
Construction Manager,Providence,RI,51.4325529,-2.6640439,0,192
Veterinary Technologist and Technician,Providence,RI,51.4325529,-2.6640439,0,0
Landscaper and Groundskeeper,Providence,RI,51.4325529,-2.6640439,0,0
Computer Network Architect,Providence,RI,51.4325529,-2.6640439,0,2
Orthotist and Prosthetist,Providence,RI,51.4325529,-2.6640439,0,0
Personal Care Aide,Providence,RI,51.4325529,-2.6640439,0,170
Computer Systems Administrator,Providence,RI,51.4325529,-2.6640439,0,113
Massage Therapist,Providence,RI,51.4325529,-2.6640439,0,18
Cartographer,Providence,RI,51.4325529,-2.6640439,0,0
Dental Assistant,Providence,RI,51.4325529,-2.6640439,0,52
Management Analyst,Providence,RI,51.4325529,-2.6640439,0,4
Solar Photovoltaic Installer,Providence,RI,51.4325529,-2.6640439,0,2
Physical Therapist Aide,Providence,RI,51.4325529,-2.6640439,0,28
Occupational Therapy Assistant,Providence,RI,51.4325529,-2.6640439,0,46
Mental Health Counselor,Providence,RI,51.4325529,-2.6640439,0,169
Environmental Engineering Technician,Providence,RI,51.4325529,-2.6640439,0,16
Nail Technician,Providence,RI,51.4325529,-2.6640439,0,3
Plumber,Providence,RI,51.4325529,-2.6640439,0,27
Radiologic Technologist,Providence,RI,51.4325529,-2.6640439,0,39
MRI Technologist,Providence,RI,51.4325529,-2.6640439,0,16
Chiropractor,Providence,RI,51.4325529,-2.6640439,0,1
Cost Estimator,Providence,RI,51.4325529,-2.6640439,0,1
Financial Analyst,Providence,RI,51.4325529,-2.6640439,0,111
Insurance Sales Agent,Providence,RI,51.4325529,-2.6640439,0,4
School Counselor,Providence,RI,51.4325529,-2.6640439,0,217
Nurse Midwife,Providence,RI,51.4325529,-2.6640439,0,3
Paralegal,Providence,RI,51.4325529,-2.6640439,0,13
Phlebotomist,Providence,RI,51.4325529,-2.6640439,0,79
Loan Officer,Providence,RI,51.4325529,-2.6640439,0,37
Clinical Social Worker,Providence,RI,51.4325529,-2.6640439,0,47
Compliance Officer,Providence,RI,51.4325529,-2.6640439,0,10
Dietitian and Nutritionist,Providence,RI,51.4325529,-2.6640439,0,0
Ophthalmic Medical Technician,Providence,RI,51.4325529,-2.6640439,0,7
Clinical Laboratory Technician,Providence,RI,51.4325529,-2.6640439,0,15
Licensed Practical and Licensed Vocational Nurse,Providence,RI,51.4325529,-2.6640439,0,0
Electrician,Providence,RI,51.4325529,-2.6640439,0,71
HR Specialist,Providence,RI,51.4325529,-2.6640439,0,42
Wind Turbine Technician,Providence,RI,51.4325529,-2.6640439,0,1
Logistician,Providence,RI,51.4325529,-2.6640439,0,14
Residential Advisor,Providence,RI,51.4325529,-2.6640439,0,1
Optician,Providence,RI,51.4325529,-2.6640439,0,4
Computer Support Specialist,Providence,RI,51.4325529,-2.6640439,0,384
Esthetician and Skincare Specialist,Providence,RI,51.4325529,-2.6640439,0,0
Restaurant Cook,Providence,RI,51.4325529,-2.6640439,0,212
Software Engineer,Scranton,PA,41.4086874,-75.6621294,0,113
Dentist,Scranton,PA,41.4086874,-75.6621294,0,5
Physician Assistant,Scranton,PA,41.4086874,-75.6621294,0,101
Orthodontist,Scranton,PA,41.4086874,-75.6621294,0,0
Nurse Practitioner,Scranton,PA,41.4086874,-75.6621294,0,83
Statistician,Scranton,PA,41.4086874,-75.6621294,0,1
Physician,Scranton,PA,41.4086874,-75.6621294,0,56
Speech Language Pathologist,Scranton,PA,41.4086874,-75.6621294,0,15
Oral and Maxillofacial Surgeon,Scranton,PA,41.4086874,-75.6621294,0,0
Veterinarian,Scranton,PA,41.4086874,-75.6621294,0,9
Medical and Health Services Manager,Scranton,PA,41.4086874,-75.6621294,0,0
IT Manager,Scranton,PA,41.4086874,-75.6621294,0,18
Registered Nurse,Scranton,PA,41.4086874,-75.6621294,0,648
Mathematician,Scranton,PA,41.4086874,-75.6621294,0,0
Physical Therapist,Scranton,PA,41.4086874,-75.6621294,0,47
Optometrist,Scranton,PA,41.4086874,-75.6621294,0,4
Anesthesiologist,Scranton,PA,41.4086874,-75.6621294,0,4
Obstetrician and Gynecologist,Scranton,PA,41.4086874,-75.6621294,0,0
Surgeon,Scranton,PA,41.4086874,-75.6621294,0,56
Operations Research Analyst,Scranton,PA,41.4086874,-75.6621294,0,11
Nurse Anesthetist,Scranton,PA,41.4086874,-75.6621294,0,1
Pediatrician,Scranton,PA,41.4086874,-75.6621294,0,4
Web Developer,Scranton,PA,41.4086874,-75.6621294,0,38
Dental Hygienist,Scranton,PA,41.4086874,-75.6621294,0,2
Genetic Counselor,Scranton,PA,41.4086874,-75.6621294,0,2
Physical Therapist Assistant,Scranton,PA,41.4086874,-75.6621294,0,11
Financial Manager,Scranton,PA,41.4086874,-75.6621294,0,2
Occupational Therapist,Scranton,PA,41.4086874,-75.6621294,0,30
Psychologist,Scranton,PA,41.4086874,-75.6621294,0,16
Database Administrator,Scranton,PA,41.4086874,-75.6621294,0,6
Financial Advisor,Scranton,PA,41.4086874,-75.6621294,0,18
Mechanical Engineer,Scranton,PA,41.4086874,-75.6621294,0,57
Civil Engineer,Scranton,PA,41.4086874,-75.6621294,0,20
Psychiatrist,Scranton,PA,41.4086874,-75.6621294,0,36
Substance Abuse and Behavioral Disorder Counselor,Scranton,PA,41.4086874,-75.6621294,0,0
School Psychologist,Scranton,PA,41.4086874,-75.6621294,0,1
Home Health Aide,Scranton,PA,41.4086874,-75.6621294,0,112
Information Security Analyst,Scranton,PA,41.4086874,-75.6621294,0,13
Pilot,Scranton,PA,41.4086874,-75.6621294,0,35
Respiratory Therapist,Scranton,PA,41.4086874,-75.6621294,0,14
Diagnostic Medical Sonographer,Scranton,PA,41.4086874,-75.6621294,0,3
Accountant,Scranton,PA,41.4086874,-75.6621294,0,12
Market Research Analyst,Scranton,PA,41.4086874,-75.6621294,0,3
Business Operations Manager,Scranton,PA,41.4086874,-75.6621294,0,24
Marketing Manager,Scranton,PA,41.4086874,-75.6621294,0,11
Industrial Psychologist,Scranton,PA,41.4086874,-75.6621294,0,0
Podiatrist,Scranton,PA,41.4086874,-75.6621294,0,0
Environmental Engineer,Scranton,PA,41.4086874,-75.6621294,0,19
Social and Community Service Manager,Scranton,PA,41.4086874,-75.6621294,0,10
Lawyer,Scranton,PA,41.4086874,-75.6621294,0,5
Marriage and Family Therapist,Scranton,PA,41.4086874,-75.6621294,0,6
Medical Assistant,Scranton,PA,41.4086874,-75.6621294,0,59
Data Analyst,Scranton,PA,41.4086874,-75.6621294,0,37
Actuary,Scranton,PA,41.4086874,-75.6621294,0,0
Medical Records Technician,Scranton,PA,41.4086874,-75.6621294,0,28
Prosthodontist,Scranton,PA,41.4086874,-75.6621294,0,0
Construction Manager,Scranton,PA,41.4086874,-75.6621294,0,53
Veterinary Technologist and Technician,Scranton,PA,41.4086874,-75.6621294,0,0
Landscaper and Groundskeeper,Scranton,PA,41.4086874,-75.6621294,0,0
Computer Network Architect,Scranton,PA,41.4086874,-75.6621294,0,1
Orthotist and Prosthetist,Scranton,PA,41.4086874,-75.6621294,0,0
Personal Care Aide,Scranton,PA,41.4086874,-75.6621294,0,115
Computer Systems Administrator,Scranton,PA,41.4086874,-75.6621294,0,21
Massage Therapist,Scranton,PA,41.4086874,-75.6621294,0,6
Cartographer,Scranton,PA,41.4086874,-75.6621294,0,0
Dental Assistant,Scranton,PA,41.4086874,-75.6621294,0,7
Management Analyst,Scranton,PA,41.4086874,-75.6621294,0,49
Solar Photovoltaic Installer,Scranton,PA,41.4086874,-75.6621294,0,0
Physical Therapist Aide,Scranton,PA,41.4086874,-75.6621294,0,5
Occupational Therapy Assistant,Scranton,PA,41.4086874,-75.6621294,0,12
Mental Health Counselor,Scranton,PA,41.4086874,-75.6621294,0,21
Environmental Engineering Technician,Scranton,PA,41.4086874,-75.6621294,0,4
Nail Technician,Scranton,PA,41.4086874,-75.6621294,0,2
Plumber,Scranton,PA,41.4086874,-75.6621294,0,6
Radiologic Technologist,Scranton,PA,41.4086874,-75.6621294,0,14
MRI Technologist,Scranton,PA,41.4086874,-75.6621294,0,2
Chiropractor,Scranton,PA,41.4086874,-75.6621294,0,0
Cost Estimator,Scranton,PA,41.4086874,-75.6621294,0,7
Financial Analyst,Scranton,PA,41.4086874,-75.6621294,0,11
Insurance Sales Agent,Scranton,PA,41.4086874,-75.6621294,0,1
School Counselor,Scranton,PA,41.4086874,-75.6621294,0,28
Nurse Midwife,Scranton,PA,41.4086874,-75.6621294,0,1
Paralegal,Scranton,PA,41.4086874,-75.6621294,0,1
Phlebotomist,Scranton,PA,41.4086874,-75.6621294,0,29
Loan Officer,Scranton,PA,41.4086874,-75.6621294,0,2
Clinical Social Worker,Scranton,PA,41.4086874,-75.6621294,0,12
Compliance Officer,Scranton,PA,41.4086874,-75.6621294,0,1
Dietitian and Nutritionist,Scranton,PA,41.4086874,-75.6621294,0,0
Ophthalmic Medical Technician,Scranton,PA,41.4086874,-75.6621294,0,2
Clinical Laboratory Technician,Scranton,PA,41.4086874,-75.6621294,0,1
Licensed Practical and Licensed Vocational Nurse,Scranton,PA,41.4086874,-75.6621294,0,0
Electrician,Scranton,PA,41.4086874,-75.6621294,0,6
HR Specialist,Scranton,PA,41.4086874,-75.6621294,0,4
Wind Turbine Technician,Scranton,PA,41.4086874,-75.6621294,0,0
Logistician,Scranton,PA,41.4086874,-75.6621294,0,0
Residential Advisor,Scranton,PA,41.4086874,-75.6621294,0,1
Optician,Scranton,PA,41.4086874,-75.6621294,0,1
Computer Support Specialist,Scranton,PA,41.4086874,-75.6621294,0,58
Esthetician and Skincare Specialist,Scranton,PA,41.4086874,-75.6621294,0,0
Restaurant Cook,Scranton,PA,41.4086874,-75.6621294,0,81
Software Engineer,Santa Rosa,CA,49.2633419,-123.1024943,0,130
Dentist,Santa Rosa,CA,49.2633419,-123.1024943,0,22
Physician Assistant,Santa Rosa,CA,49.2633419,-123.1024943,0,53
Orthodontist,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Nurse Practitioner,Santa Rosa,CA,49.2633419,-123.1024943,0,25
Statistician,Santa Rosa,CA,49.2633419,-123.1024943,0,22
Physician,Santa Rosa,CA,49.2633419,-123.1024943,0,29
Speech Language Pathologist,Santa Rosa,CA,49.2633419,-123.1024943,0,20
Oral and Maxillofacial Surgeon,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Veterinarian,Santa Rosa,CA,49.2633419,-123.1024943,0,15
Medical and Health Services Manager,Santa Rosa,CA,49.2633419,-123.1024943,0,0
IT Manager,Santa Rosa,CA,49.2633419,-123.1024943,0,31
Registered Nurse,Santa Rosa,CA,49.2633419,-123.1024943,0,215
Mathematician,Santa Rosa,CA,49.2633419,-123.1024943,0,26
Physical Therapist,Santa Rosa,CA,49.2633419,-123.1024943,0,94
Optometrist,Santa Rosa,CA,49.2633419,-123.1024943,0,6
Anesthesiologist,Santa Rosa,CA,49.2633419,-123.1024943,0,4
Obstetrician and Gynecologist,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Surgeon,Santa Rosa,CA,49.2633419,-123.1024943,0,14
Operations Research Analyst,Santa Rosa,CA,49.2633419,-123.1024943,0,26
Nurse Anesthetist,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Pediatrician,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Web Developer,Santa Rosa,CA,49.2633419,-123.1024943,0,14
Dental Hygienist,Santa Rosa,CA,49.2633419,-123.1024943,0,24
Genetic Counselor,Santa Rosa,CA,49.2633419,-123.1024943,0,42
Physical Therapist Assistant,Santa Rosa,CA,49.2633419,-123.1024943,0,18
Financial Manager,Santa Rosa,CA,49.2633419,-123.1024943,0,16
Occupational Therapist,Santa Rosa,CA,49.2633419,-123.1024943,0,17
Psychologist,Santa Rosa,CA,49.2633419,-123.1024943,0,18
Database Administrator,Santa Rosa,CA,49.2633419,-123.1024943,0,11
Financial Advisor,Santa Rosa,CA,49.2633419,-123.1024943,0,34
Mechanical Engineer,Santa Rosa,CA,49.2633419,-123.1024943,0,53
Civil Engineer,Santa Rosa,CA,49.2633419,-123.1024943,0,46
Psychiatrist,Santa Rosa,CA,49.2633419,-123.1024943,0,25
Substance Abuse and Behavioral Disorder Counselor,Santa Rosa,CA,49.2633419,-123.1024943,0,0
School Psychologist,Santa Rosa,CA,49.2633419,-123.1024943,0,45
Home Health Aide,Santa Rosa,CA,49.2633419,-123.1024943,0,45
Information Security Analyst,Santa Rosa,CA,49.2633419,-123.1024943,0,31
Pilot,Santa Rosa,CA,49.2633419,-123.1024943,0,365
Respiratory Therapist,Santa Rosa,CA,49.2633419,-123.1024943,0,14
Diagnostic Medical Sonographer,Santa Rosa,CA,49.2633419,-123.1024943,0,2
Accountant,Santa Rosa,CA,49.2633419,-123.1024943,0,39
Market Research Analyst,Santa Rosa,CA,49.2633419,-123.1024943,0,14
Business Operations Manager,Santa Rosa,CA,49.2633419,-123.1024943,0,23
Marketing Manager,Santa Rosa,CA,49.2633419,-123.1024943,0,27
Industrial Psychologist,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Podiatrist,Santa Rosa,CA,49.2633419,-123.1024943,0,6
Environmental Engineer,Santa Rosa,CA,49.2633419,-123.1024943,0,17
Social and Community Service Manager,Santa Rosa,CA,49.2633419,-123.1024943,0,2
Lawyer,Santa Rosa,CA,49.2633419,-123.1024943,0,11
Marriage and Family Therapist,Santa Rosa,CA,49.2633419,-123.1024943,0,5
Medical Assistant,Santa Rosa,CA,49.2633419,-123.1024943,0,30
Data Analyst,Santa Rosa,CA,49.2633419,-123.1024943,0,66
Actuary,Santa Rosa,CA,49.2633419,-123.1024943,0,10
Medical Records Technician,Santa Rosa,CA,49.2633419,-123.1024943,0,91
Prosthodontist,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Construction Manager,Santa Rosa,CA,49.2633419,-123.1024943,0,92
Veterinary Technologist and Technician,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Landscaper and Groundskeeper,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Computer Network Architect,Santa Rosa,CA,49.2633419,-123.1024943,0,5
Orthotist and Prosthetist,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Personal Care Aide,Santa Rosa,CA,49.2633419,-123.1024943,0,33
Computer Systems Administrator,Santa Rosa,CA,49.2633419,-123.1024943,0,35
Massage Therapist,Santa Rosa,CA,49.2633419,-123.1024943,0,61
Cartographer,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Dental Assistant,Santa Rosa,CA,49.2633419,-123.1024943,0,26
Management Analyst,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Solar Photovoltaic Installer,Santa Rosa,CA,49.2633419,-123.1024943,0,4
Physical Therapist Aide,Santa Rosa,CA,49.2633419,-123.1024943,0,21
Occupational Therapy Assistant,Santa Rosa,CA,49.2633419,-123.1024943,0,12
Mental Health Counselor,Santa Rosa,CA,49.2633419,-123.1024943,0,57
Environmental Engineering Technician,Santa Rosa,CA,49.2633419,-123.1024943,0,7
Nail Technician,Santa Rosa,CA,49.2633419,-123.1024943,0,7
Plumber,Santa Rosa,CA,49.2633419,-123.1024943,0,10
Radiologic Technologist,Santa Rosa,CA,49.2633419,-123.1024943,0,12
MRI Technologist,Santa Rosa,CA,49.2633419,-123.1024943,0,3
Chiropractor,Santa Rosa,CA,49.2633419,-123.1024943,0,1
Cost Estimator,Santa Rosa,CA,49.2633419,-123.1024943,0,12
Financial Analyst,Santa Rosa,CA,49.2633419,-123.1024943,0,34
Insurance Sales Agent,Santa Rosa,CA,49.2633419,-123.1024943,0,1
School Counselor,Santa Rosa,CA,49.2633419,-123.1024943,0,81
Nurse Midwife,Santa Rosa,CA,49.2633419,-123.1024943,0,6
Paralegal,Santa Rosa,CA,49.2633419,-123.1024943,0,3
Phlebotomist,Santa Rosa,CA,49.2633419,-123.1024943,0,5
Loan Officer,Santa Rosa,CA,49.2633419,-123.1024943,0,20
Clinical Social Worker,Santa Rosa,CA,49.2633419,-123.1024943,0,19
Compliance Officer,Santa Rosa,CA,49.2633419,-123.1024943,0,3
Dietitian and Nutritionist,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Ophthalmic Medical Technician,Santa Rosa,CA,49.2633419,-123.1024943,0,4
Clinical Laboratory Technician,Santa Rosa,CA,49.2633419,-123.1024943,0,6
Licensed Practical and Licensed Vocational Nurse,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Electrician,Santa Rosa,CA,49.2633419,-123.1024943,0,14
HR Specialist,Santa Rosa,CA,49.2633419,-123.1024943,0,18
Wind Turbine Technician,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Logistician,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Residential Advisor,Santa Rosa,CA,49.2633419,-123.1024943,0,8
Optician,Santa Rosa,CA,49.2633419,-123.1024943,0,5
Computer Support Specialist,Santa Rosa,CA,49.2633419,-123.1024943,0,108
Esthetician and Skincare Specialist,Santa Rosa,CA,49.2633419,-123.1024943,0,0
Restaurant Cook,Santa Rosa,CA,49.2633419,-123.1024943,0,61
Software Engineer,Lafayette,LA,30.2240897,-92.0198427,0,49
Dentist,Lafayette,LA,30.2240897,-92.0198427,0,13
Physician Assistant,Lafayette,LA,30.2240897,-92.0198427,0,20
Orthodontist,Lafayette,LA,30.2240897,-92.0198427,0,5
Nurse Practitioner,Lafayette,LA,30.2240897,-92.0198427,0,23
Statistician,Lafayette,LA,30.2240897,-92.0198427,0,0
Physician,Lafayette,LA,30.2240897,-92.0198427,0,4
Speech Language Pathologist,Lafayette,LA,30.2240897,-92.0198427,0,8
Oral and Maxillofacial Surgeon,Lafayette,LA,30.2240897,-92.0198427,0,0
Veterinarian,Lafayette,LA,30.2240897,-92.0198427,0,3
Medical and Health Services Manager,Lafayette,LA,30.2240897,-92.0198427,0,0
IT Manager,Lafayette,LA,30.2240897,-92.0198427,0,13
Registered Nurse,Lafayette,LA,30.2240897,-92.0198427,0,313
Mathematician,Lafayette,LA,30.2240897,-92.0198427,0,0
Physical Therapist,Lafayette,LA,30.2240897,-92.0198427,0,34
Optometrist,Lafayette,LA,30.2240897,-92.0198427,0,2
Anesthesiologist,Lafayette,LA,30.2240897,-92.0198427,0,0
Obstetrician and Gynecologist,Lafayette,LA,30.2240897,-92.0198427,0,0
Surgeon,Lafayette,LA,30.2240897,-92.0198427,0,15
Operations Research Analyst,Lafayette,LA,30.2240897,-92.0198427,0,2
Nurse Anesthetist,Lafayette,LA,30.2240897,-92.0198427,0,0
Pediatrician,Lafayette,LA,30.2240897,-92.0198427,0,1
Web Developer,Lafayette,LA,30.2240897,-92.0198427,0,11
Dental Hygienist,Lafayette,LA,30.2240897,-92.0198427,0,1
Genetic Counselor,Lafayette,LA,30.2240897,-92.0198427,0,0
Physical Therapist Assistant,Lafayette,LA,30.2240897,-92.0198427,0,5
Financial Manager,Lafayette,LA,30.2240897,-92.0198427,0,1
Occupational Therapist,Lafayette,LA,30.2240897,-92.0198427,0,14
Psychologist,Lafayette,LA,30.2240897,-92.0198427,0,0
Database Administrator,Lafayette,LA,30.2240897,-92.0198427,0,3
Financial Advisor,Lafayette,LA,30.2240897,-92.0198427,0,24
Mechanical Engineer,Lafayette,LA,30.2240897,-92.0198427,0,17
Civil Engineer,Lafayette,LA,30.2240897,-92.0198427,0,9
Psychiatrist,Lafayette,LA,30.2240897,-92.0198427,0,8
Substance Abuse and Behavioral Disorder Counselor,Lafayette,LA,30.2240897,-92.0198427,0,0
School Psychologist,Lafayette,LA,30.2240897,-92.0198427,0,10
Home Health Aide,Lafayette,LA,30.2240897,-92.0198427,0,6
Information Security Analyst,Lafayette,LA,30.2240897,-92.0198427,0,3
Pilot,Lafayette,LA,30.2240897,-92.0198427,0,23
Respiratory Therapist,Lafayette,LA,30.2240897,-92.0198427,0,25
Diagnostic Medical Sonographer,Lafayette,LA,30.2240897,-92.0198427,0,2
Accountant,Lafayette,LA,30.2240897,-92.0198427,0,13
Market Research Analyst,Lafayette,LA,30.2240897,-92.0198427,0,1
Business Operations Manager,Lafayette,LA,30.2240897,-92.0198427,0,13
Marketing Manager,Lafayette,LA,30.2240897,-92.0198427,0,9
Industrial Psychologist,Lafayette,LA,30.2240897,-92.0198427,0,0
Podiatrist,Lafayette,LA,30.2240897,-92.0198427,0,0
Environmental Engineer,Lafayette,LA,30.2240897,-92.0198427,0,8
Social and Community Service Manager,Lafayette,LA,30.2240897,-92.0198427,0,1
Lawyer,Lafayette,LA,30.2240897,-92.0198427,0,4
Marriage and Family Therapist,Lafayette,LA,30.2240897,-92.0198427,0,0
Medical Assistant,Lafayette,LA,30.2240897,-92.0198427,0,27
Data Analyst,Lafayette,LA,30.2240897,-92.0198427,0,26
Actuary,Lafayette,LA,30.2240897,-92.0198427,0,0
Medical Records Technician,Lafayette,LA,30.2240897,-92.0198427,0,69
Prosthodontist,Lafayette,LA,30.2240897,-92.0198427,0,0
Construction Manager,Lafayette,LA,30.2240897,-92.0198427,0,49
Veterinary Technologist and Technician,Lafayette,LA,30.2240897,-92.0198427,0,0
Landscaper and Groundskeeper,Lafayette,LA,30.2240897,-92.0198427,0,0
Computer Network Architect,Lafayette,LA,30.2240897,-92.0198427,0,0
Orthotist and Prosthetist,Lafayette,LA,30.2240897,-92.0198427,0,0
Personal Care Aide,Lafayette,LA,30.2240897,-92.0198427,0,2
Computer Systems Administrator,Lafayette,LA,30.2240897,-92.0198427,0,8
Massage Therapist,Lafayette,LA,30.2240897,-92.0198427,0,11
Cartographer,Lafayette,LA,30.2240897,-92.0198427,0,0
Dental Assistant,Lafayette,LA,30.2240897,-92.0198427,0,3
Management Analyst,Lafayette,LA,30.2240897,-92.0198427,0,30
Solar Photovoltaic Installer,Lafayette,LA,30.2240897,-92.0198427,0,0
Physical Therapist Aide,Lafayette,LA,30.2240897,-92.0198427,0,3
Occupational Therapy Assistant,Lafayette,LA,30.2240897,-92.0198427,0,9
Mental Health Counselor,Lafayette,LA,30.2240897,-92.0198427,0,8
Environmental Engineering Technician,Lafayette,LA,30.2240897,-92.0198427,0,3
Nail Technician,Lafayette,LA,30.2240897,-92.0198427,0,2
Plumber,Lafayette,LA,30.2240897,-92.0198427,0,1
Radiologic Technologist,Lafayette,LA,30.2240897,-92.0198427,0,41
MRI Technologist,Lafayette,LA,30.2240897,-92.0198427,0,3
Chiropractor,Lafayette,LA,30.2240897,-92.0198427,0,0
Cost Estimator,Lafayette,LA,30.2240897,-92.0198427,0,1
Financial Analyst,Lafayette,LA,30.2240897,-92.0198427,0,17
Insurance Sales Agent,Lafayette,LA,30.2240897,-92.0198427,0,3
